
episode,successRate,timeRemaining,seekCount,velocity,range
14,S,4999,0,25,2
13,S,4771,1,25,2
14,S,4999,0,25,2
11,S,4423,0,25,2
12,S,4999,0,25,2
7,S,3964,0,25,2
8,S,4999,0,25,2
15,S,4719,0,25,2
16,S,4999,0,25,2
15,S,4504,4,25,2
16,S,4999,0,25,2
9,S,4563,0,25,2
10,S,4999,0,25,2
11,S,4978,0,25,2
12,S,4999,0,25,2
13,S,4955,0,25,2
14,S,4999,0,25,2
17,S,4616,0,25,2
18,S,4999,0,25,2
17,S,3900,7,25,2
18,S,4999,0,25,2
19,S,4952,0,25,2
20,S,4999,0,25,2
11,S,3095,9,25,2
12,S,4999,0,25,2
17,S,4463,5,25,2
18,S,4999,0,25,2
9,S,3157,0,25,2
10,S,4999,0,25,2
7,S,3554,12,25,2
8,S,4999,0,25,2
9,S,4992,0,25,2
10,S,4999,0,25,2
13,S,3777,9,25,2
14,S,4999,0,25,2
21,S,4509,0,25,2
22,S,4999,0,25,2
19,S,4543,5,25,2
20,S,4999,0,25,2
21,S,4983,0,25,2
22,S,4999,0,25,2
23,S,4978,0,25,2
24,S,4999,0,25,2
15,S,4695,3,25,2
16,S,4999,0,25,2
15,S,4014,1,25,2
16,S,4999,0,25,2
13,S,4262,5,25,2
14,S,4999,0,25,2
25,S,4749,0,25,2
26,S,4999,0,25,2
19,S,3829,6,25,2
20,S,4999,0,25,2
23,S,4459,2,25,2
24,S,4999,0,25,2
17,S,4640,1,25,2
18,S,4999,0,25,2
15,S,4795,1,25,2
16,S,4999,0,25,2
17,S,4972,0,25,2
18,S,4999,0,25,2
17,S,4522,6,25,2
18,S,4999,0,25,2
19,S,4915,0,25,2
20,S,4999,0,25,2
27,S,4581,0,25,2
28,S,4999,0,25,2
25,S,4529,5,25,2
26,S,4999,0,25,2
27,S,4998,0,25,2
28,S,4999,0,25,2
13,S,1449,7,25,2
14,S,4999,0,25,2
21,S,4197,6,25,2
22,S,4999,0,25,2
29,S,4205,9,25,2
30,S,4999,0,25,2
29,S,4275,9,25,2
30,S,4999,0,25,2
11,S,2868,5,25,2
21,S,3642,8,25,2
12,S,4999,0,25,2
22,S,4999,0,25,2
31,S,4837,1,25,2
32,S,4999,0,25,2
19,S,3679,11,25,2
20,S,4999,0,25,2
13,S,4628,2,25,2
14,S,4999,0,25,2
23,S,4208,2,25,2
24,S,4999,0,25,2
15,S,4890,2,25,2
16,S,4999,0,25,2
23,S,4512,4,25,2
24,S,4999,0,25,2
19,S,2985,14,25,2
20,S,4999,0,25,2
33,S,4277,8,25,2
34,S,4999,0,25,2
31,S,3181,39,25,2
32,S,4999,0,25,2
17,S,3771,7,25,2
18,S,4999,0,25,2
25,S,3552,26,25,2
26,S,4999,0,25,2
21,S,3303,30,25,2
22,S,4999,0,25,2
25,S,2494,35,25,2
26,S,4999,0,25,2
21,S,2200,44,25,2
22,S,4999,0,25,2
23,S,4992,0,25,2.1
24,S,4999,0,25,2.2
27,S,3639,29,25,3.099999
28,S,4999,0,25,3.199999
29,S,4990,0,25,3.299999
30,S,4999,0,25,3.399999
23,S,4136,24,25,2.799999
24,S,4999,0,25,2.899999
25,S,4978,0,25,2.999999
26,S,4999,0,25,3.099999
27,S,4773,6,25,3.799998
28,S,4999,0,25,3.899998
31,S,4638,5,25,3.999998
32,S,4999,0,25,4.099998
12,S,3600,27,25,3.099999
13,S,4999,0,25,3.199999
16,S,4854,4,39,4.999997
17,S,4999,0,39,5.099997
27,S,2721,59,30,5.199997
28,S,4999,0,30,5.299997
35,S,496,56,25,4.999997
36,S,4999,0,25,5.099997
14,S,4004,20,44,5.299997
15,S,4999,0,44,5.399997
18,S,3857,6,45,5.799996
19,S,4999,0,45,5.899996
29,S,3971,12,42,6.599996
30,S,4999,0,42,6.699996
29,S,1229,43,59,8.299995
30,S,4999,0,59,8.399996
25,S,293,61,64,8.399996
26,S,4999,0,64,8.499996
16,S,2708,19,63,7.399995
17,S,4999,0,63,7.499995
18,S,4640,2,65,7.799994
19,S,4999,0,65,7.899994
34,S,3385,15,60,8.899998
35,S,4999,0,60,8.999998
20,S,2436,21,66,8.099995
21,S,4999,0,66,8.199995
31,S,2733,21,63,8.899998
32,S,4999,0,63,8.999998
20,S,4445,1,66,8.099995
21,S,4999,0,66,8.199995
34,S,4778,2,25,4.799997
35,S,4999,0,25,4.899997
22,S,4517,1,67,8.399996
23,S,4999,0,67,8.499996
33,S,4424,4,67,9.5
34,S,4999,0,67,9.6
36,S,4652,8,27,5.799996
37,S,4999,0,27,5.899996
38,S,4616,5,32,6.499996
39,S,4999,0,32,6.599996
37,S,514,39,59,9.099998
38,S,4999,0,59,9.199999
39,S,4768,1,60,9.4
40,S,4999,1,61,9.6
31,S,2238,20,79,10.5
32,S,4999,0,79,10.6
20,S,1298,27,73,8.799997
21,S,4999,0,73,8.899998
27,S,2131,21,85,10.7
28,S,4999,0,85,10.8
35,S,3524,10,77,10.7
36,S,4999,0,77,10.8
22,S,2672,22,88,10.5
23,S,4999,0,88,10.6
36,S,2460,16,76,10.7
37,S,4999,0,76,10.8
38,S,4763,0,76,10.90001
39,S,4999,0,76,11.00001
22,S,4086,6,79,9.6
23,S,4999,0,79,9.700001
24,S,4202,4,92,11.10001
25,S,4999,0,92,11.20001
40,S,3184,16,48,8.299995
41,S,4999,0,48,8.399996
33,S,3689,9,88,11.60001
34,S,4999,0,88,11.70001
29,S,4040,8,93,11.70001
30,S,4999,0,93,11.80001
40,S,4411,0,76,11.10001
41,S,4999,0,76,11.20001
41,S,3309,14,75,11.10001
42,S,4999,0,75,11.20001
31,S,4751,1,94,12.00001
32,S,4999,0,94,12.10001
37,S,3678,8,85,11.70001
38,S,4999,0,85,11.80001
26,S,4482,5,97,11.80001
27,S,4999,0,97,11.90001
42,S,4518,0,76,11.30001
43,S,4999,0,76,11.40001
44,S,4770,1,77,11.60001
45,S,4999,0,77,11.70001
24,S,3730,10,89,10.8
25,S,4999,0,89,10.90001
39,S,4261,0,85,11.90001
40,S,4999,0,85,12.00001
33,S,3932,1,95,12.30001
34,S,4999,0,95,12.40001
24,S,1215,33,100,11.90001
25,S,4999,0,100,12.00001
35,S,3488,9,97,12.70001
36,S,4999,0,97,12.80001
28,S,3651,8,105,12.80001
29,S,4999,0,105,12.90001
35,S,4517,0,95,12.50001
36,S,4999,0,95,12.60001
42,S,3030,13,61,9.800001
43,S,4999,0,61,9.900002
46,S,3892,4,81,12.20001
47,S,4999,0,81,12.30001
37,S,4713,1,96,12.80001
38,S,4999,0,96,12.90001
26,S,3666,9,98,11.90001
27,S,4999,0,98,12.00001
30,S,4309,1,106,13.10001
31,S,4999,0,106,13.20001
26,S,3810,3,103,12.40001
27,S,4999,0,103,12.50001
37,S,3730,7,104,13.60002
38,S,4999,0,104,13.70002
48,S,4161,4,85,12.80001
49,S,4999,0,85,12.90001
32,S,4675,3,109,13.60002
33,S,4999,0,109,13.70002
39,S,4268,6,102,13.60002
40,S,4999,0,102,13.70002
39,S,4748,0,104,13.80002
40,S,4999,0,104,13.90002
41,S,4748,0,104,14.00002
42,S,4999,0,104,14.10002
50,S,4374,3,88,13.30001
51,S,4999,0,88,13.40001
34,S,4364,3,112,14.10002
35,S,4999,0,112,14.20002
43,S,4523,2,106,14.40002
44,S,4999,0,106,14.50002
43,S,1469,27,102,14.00002
44,S,4999,0,102,14.10002
28,S,3616,6,109,13.20001
29,S,4999,0,109,13.30001
28,S,3263,10,108,13.10001
29,S,4999,0,108,13.20001
45,S,4546,1,107,14.70002
46,S,4999,0,107,14.80002
44,S,2678,19,80,11.90001
45,S,4999,0,80,12.00001
30,S,4659,1,110,13.50002
31,S,4999,0,110,13.60002
41,S,3509,9,111,14.70002
42,S,4999,0,111,14.80002
43,S,4781,0,111,14.90002
44,S,4999,0,111,15.00002
36,S,3730,12,124,15.50002
37,S,4999,0,124,15.60002
45,S,4693,0,111,15.10002
46,S,4999,0,111,15.20002
47,S,4796,1,112,15.40002
48,S,4999,0,112,15.50002
32,S,4230,2,112,13.90002
33,S,4999,0,112,14.00002
52,S,3319,11,99,14.60002
53,S,4999,0,99,14.70002
47,S,4035,2,109,15.10002
48,S,4999,0,109,15.20002
34,S,4750,1,113,14.20002
35,S,4999,0,113,14.30002
38,S,4245,5,129,16.20003
39,S,4999,0,129,16.30003
45,S,3116,13,115,15.50002
46,S,4999,0,115,15.60002
49,S,4297,2,114,15.80002
50,S,4999,0,114,15.90002
40,S,4327,3,132,16.70003
41,S,4999,0,132,16.80003
36,S,4175,2,115,14.60002
37,S,4999,0,115,14.70002
42,S,4806,1,116,15.30002
43,S,4999,0,116,15.40002
30,S,2686,15,123,14.80002
31,S,4999,0,123,14.90002
47,S,4038,5,120,16.20003
48,S,4999,0,120,16.30003
42,S,4493,2,134,17.10003
43,S,4999,0,134,17.20003
46,S,2483,16,96,13.70002
47,S,4999,0,96,13.80002
38,S,4339,1,116,14.90002
39,S,4999,0,116,15.00002
51,S,3904,8,122,16.80003
52,S,4999,0,122,16.90003
44,S,4369,0,116,15.50002
45,S,4999,0,116,15.60002
53,S,4802,1,123,17.10003
54,S,4999,0,123,17.20003
49,S,4456,2,122,16.60003
50,S,4999,0,122,16.70003
46,S,4769,2,118,15.90002
47,S,4999,0,118,16.00002
54,S,2520,14,113,16.20003
55,S,4999,0,113,16.30003
48,S,4435,4,122,16.50003
49,S,4999,0,122,16.60003
32,S,3644,7,130,15.70002
33,S,4999,0,130,15.80002
34,S,4824,1,131,16.00002
35,S,4999,0,131,16.10003
51,S,4149,5,127,17.30003
52,S,4999,0,127,17.40003
44,S,3339,8,142,18.10003
45,S,4999,0,142,18.20003
48,S,3340,9,105,14.80002
49,S,4999,0,105,14.90002
53,S,4433,3,130,17.80003
54,S,4999,0,130,17.90003
49,S,1562,18,127,17.10003
50,S,4999,0,127,17.20003
46,S,4628,2,144,18.50003
47,S,4999,0,144,18.60003
50,S,4593,3,108,15.30002
51,S,4999,0,108,15.40002
50,S,3952,5,127,17.20003
51,S,4999,0,127,17.30003
36,S,4134,4,135,16.60003
37,S,4999,0,135,16.70003
55,S,3122,12,135,18.50003
56,S,4999,0,135,18.60003
51,S,4303,3,130,17.60003
52,S,4999,0,130,17.70003
57,S,4591,1,136,18.80004
58,S,4999,0,136,18.90004
38,S,4510,3,138,17.10003
39,S,4999,0,138,17.20003
52,S,4350,3,111,15.80002
53,S,4999,0,111,15.90002
53,S,4820,1,131,17.90003
54,S,4999,0,131,18.00003
48,S,4076,4,148,19.10004
49,S,4999,0,148,19.20004
56,S,2801,13,126,17.70003
57,S,4999,0,126,17.80003
58,S,4850,1,127,18.00003
59,S,4999,0,127,18.10003
50,S,4530,2,150,19.50004
51,S,4999,0,150,19.60004
60,S,4735,1,128,18.30003
61,S,4999,0,128,18.40003
40,S,3827,8,146,18.10003
41,S,4999,0,146,18.20003
52,S,4388,1,151,19.80004
53,S,4999,0,151,19.90004
40,S,976,21,137,17.20003
41,S,4999,0,137,17.30003
42,S,4675,1,147,18.40003
43,S,4999,0,147,18.50003
52,S,2604,14,141,18.80004
53,S,4999,0,141,18.90004
55,S,2231,18,148,19.80004
56,S,4999,0,148,19.90004
54,S,4196,4,155,20.00004
55,S,4999,0,155,20.00004
55,S,2967,11,142,19.20004
56,S,4999,0,142,19.30004
44,S,4229,4,151,19.00004
45,S,4999,0,151,19.10004
59,S,2665,11,147,20.00004
60,S,4999,0,147,20.00004
42,S,4048,7,144,18.10003
43,S,4999,0,144,18.20003
61,S,4793,0,147,20.00004
62,S,4999,0,147,20.00004
54,S,4264,1,142,19.10004
55,S,4999,0,142,19.20004
46,S,4586,2,153,19.40004
47,S,4999,0,153,19.50004
54,S,2286,18,129,17.80003
55,S,4999,0,129,17.90003
62,S,2807,11,139,19.60004
63,S,4999,0,139,19.70004
63,S,4437,0,147,20.00004
64,S,4999,0,147,20.00004
56,S,3992,7,162,20.00004
57,S,4999,0,162,20.00004
56,S,4447,0,142,19.30004
57,S,4999,0,142,19.40004
65,S,4808,0,147,20.00004
66,S,4999,0,147,20.00004
64,S,4694,1,140,19.90004
65,S,4999,0,140,20.00004
56,S,4177,6,135,18.60003
57,S,4999,0,135,18.70004
58,S,4453,2,164,20.00004
59,S,4999,0,164,20.00004
67,S,4576,1,148,20.00004
68,S,4999,0,148,20.00004
66,S,4603,2,142,20.00004
67,S,4999,0,142,20.00004
44,S,3524,11,155,19.40004
45,S,4999,0,155,19.50004
69,S,4799,1,149,20.00004
70,S,4999,0,149,20.00004
58,S,4023,4,146,19.90004
59,S,4999,0,146,20.00004
60,S,4917,1,147,20.00004
61,S,4999,0,147,20.00004
57,S,2768,12,160,20.00004
58,S,4999,0,160,20.00004
46,S,4620,2,157,19.80004
47,S,4999,0,157,19.90004
60,S,4345,3,167,20.00004
61,S,4999,0,167,20.00004
48,S,4928,1,158,20.00004
49,S,4999,0,158,20.00004
62,S,4794,1,148,20.00004
63,S,4999,0,148,20.00004
57,S,2592,15,157,20.00004
58,S,4999,0,157,20.00004
68,S,4137,3,145,20.00004
69,S,4999,0,145,20.00004
48,S,3077,9,162,20.00004
49,S,4999,0,162,20.00004
64,S,4709,2,150,20.00004
65,S,4999,0,150,20.00004
71,S,4199,4,153,20.00004
72,S,4999,0,153,20.00004
73,S,4826,1,154,20.00004
74,S,4999,0,154,20.00004
50,S,4470,3,165,20.00004
51,S,4999,0,165,20.00004
50,S,3892,4,162,20.00004
51,S,4999,0,162,20.00004
52,S,4618,1,166,20.00004
53,S,4999,0,166,20.00004
75,S,4302,3,157,20.00004
76,S,4999,0,157,20.00004
70,S,3973,2,147,20.00004
71,S,4999,0,147,20.00004
62,S,3713,8,175,20.00004
63,S,4999,0,175,20.00004
54,S,4894,1,167,20.00004
55,S,4999,0,167,20.00004
59,S,3876,6,163,20.00004
60,S,4999,0,163,20.00004
64,S,4814,1,176,20.00004
65,S,4999,0,176,20.00004
61,S,4865,2,165,20.00004
62,S,4999,0,165,20.00004
77,S,4663,3,160,20.00004
78,S,4999,0,160,20.00004
72,S,4666,1,148,20.00004
73,S,4999,0,148,20.00004
58,S,2657,14,149,20.00004
59,S,4999,0,149,20.00004
52,S,4352,3,165,20.00004
53,S,4999,0,165,20.00004
59,S,2934,11,171,20.00004
60,S,4999,0,171,20.00004
63,S,4419,3,168,20.00004
64,S,4999,0,168,20.00004
56,S,4151,5,172,20.00004
57,S,4999,0,172,20.00004
60,S,4475,3,152,20.00004
61,S,4999,0,152,20.00004
66,S,4292,4,180,20.00004
67,S,4999,0,180,20.00004
68,S,4568,1,181,20.00004
69,S,4999,0,181,20.00004
74,S,3954,4,152,20.00004
75,S,4999,0,152,20.00004
79,S,3900,6,166,20.00004
80,S,4999,0,166,20.00004
65,S,4338,3,171,20.00004
66,S,4999,0,171,20.00004
58,S,4395,3,175,20.00004
59,S,4999,0,175,20.00004
54,S,3941,5,170,20.00004
55,S,4999,0,170,20.00004
61,S,3950,4,175,20.00004
62,S,4999,0,175,20.00004
56,S,4740,2,172,20.00004
57,S,4999,0,172,20.00004
67,S,4610,2,173,20.00004
68,S,4999,0,173,20.00004
60,S,4568,3,178,20.00004
61,S,4999,0,178,20.00004
76,S,4405,4,156,20.00004
77,S,4999,0,156,20.00004
81,S,4391,3,169,20.00004
82,S,4999,0,169,20.00004
62,S,4787,1,179,20.00004
63,S,4999,0,179,20.00004
78,S,4819,0,156,20.00004
79,S,4999,0,156,20.00004
63,S,4376,4,179,20.00004
64,S,4999,0,179,20.00004
58,S,4449,1,173,20.00004
59,S,4999,0,173,20.00004
83,S,4594,1,170,20.00004
84,S,4999,0,170,20.00004
69,S,4400,2,175,20.00004
70,S,4999,0,175,20.00004
64,S,4637,1,180,20.00004
65,S,4999,0,180,20.00004
66,S,1563,13,163,20.00004
67,S,4999,0,163,20.00004
62,S,3198,12,164,20.00004
63,S,4999,0,164,20.00004
66,S,4739,3,183,20.00004
67,S,4999,0,183,20.00004
70,S,3570,8,189,20.00004
71,S,4999,0,189,20.00004
71,S,4646,1,176,20.00004
72,S,4999,0,176,20.00004
60,S,4551,2,175,20.00004
61,S,4999,0,175,20.00004
80,S,4304,4,160,20.00004
81,S,4999,0,160,20.00004
85,S,4554,3,173,20.00004
86,S,4999,0,173,20.00004
68,S,4429,4,167,20.00004
69,S,4999,0,167,20.00004
82,S,4708,0,160,20.00004
83,S,4999,0,160,20.00004
72,S,4616,2,191,20.00004
73,S,4999,0,191,20.00004
87,S,4666,2,175,20.00004
88,S,4999,0,175,20.00004
64,S,4416,2,166,20.00004
65,S,4999,0,166,20.00004
70,S,4724,1,168,20.00004
71,S,4999,0,168,20.00004
68,S,4263,4,187,20.00004
69,S,4999,0,187,20.00004
62,S,4285,5,180,20.00004
63,S,4999,0,180,20.00004
84,S,4301,4,164,20.00004
85,S,4999,0,164,20.00004
73,S,3893,8,184,20.00004
74,S,4999,0,184,20.00004
89,S,4263,2,177,20.00004
90,S,4999,0,177,20.00004
70,S,4511,2,189,20.00004
71,S,4999,0,189,20.00004
86,S,4834,0,164,20.00004
87,S,4999,0,164,20.00004
75,S,4851,1,185,20.00004
76,S,4999,0,185,20.00004
74,S,4049,6,197,20.00004
75,S,4999,0,197,20.00004
77,S,4726,2,187,20.00004
78,S,4999,0,187,20.00004
76,S,4627,2,199,20.00004
77,S,4999,0,199,20.00004
66,S,3792,8,174,20.00004
67,S,4999,0,174,20.00004
64,S,3944,6,186,20.00004
65,S,4999,0,186,20.00004
78,S,4810,0,199,20.00004
79,S,4999,0,199,20.00004
91,S,4217,4,181,20.00004
92,S,4999,0,181,20.00004
79,S,4587,2,189,20.00004
80,S,4999,0,189,20.00004
65,S,2536,17,196,20.00004
66,S,4999,0,196,20.00004
72,S,4098,4,193,20.00004
73,S,4999,0,193,20.00004
88,S,4083,4,168,20.00004
89,S,4999,0,168,20.00004
93,S,4714,1,182,20.00004
94,S,4999,0,182,20.00004
72,S,3312,5,173,20.00004
73,S,4999,0,173,20.00004
66,S,4354,3,189,20.00004
67,S,4999,0,189,20.00004
90,S,4632,1,169,20.00004
91,S,4999,0,169,20.00004
67,S,4527,4,200,20.00004
68,S,4999,0,200,20.00004
95,S,4679,2,184,20.00004
96,S,4999,0,184,20.00004
97,S,4824,0,184,20.00004
98,S,4999,0,184,20.00004
81,S,4204,6,195,20.00004
82,S,4999,0,195,20.00004
69,S,4720,1,201,20.00004
70,S,4999,0,201,20.00004
68,S,3809,8,182,20.00004
69,S,4999,0,182,20.00004
92,S,4540,2,171,20.00004
93,S,4999,0,171,20.00004
70,S,4795,2,184,20.00004
71,S,4999,0,184,20.00004
74,S,3836,6,199,20.00004
75,S,4999,0,199,20.00004
99,S,4465,2,186,20.00004
100,S,4999,0,186,20.00004
80,S,3602,9,208,20.00004
81,S,4999,0,208,20.00004
74,S,3907,5,178,20.00004
75,S,4999,0,178,20.00004
101,S,4824,1,187,20.00004
102,S,4999,0,187,20.00004
71,S,4350,2,203,20.00004
72,S,4999,0,203,20.00004
72,S,4654,1,185,20.00004
73,S,4999,0,185,20.00004
94,S,4477,2,173,20.00004
95,S,4999,0,173,20.00004
82,S,4741,1,209,20.00004
83,S,4999,0,209,20.00004
103,S,4891,1,188,20.00004
104,S,4999,0,188,20.00004
83,S,4111,5,200,20.00004
84,S,4999,0,200,20.00004
73,S,4766,0,203,20.00004
74,S,4999,0,203,20.00004
85,S,4778,1,201,20.00004
86,S,4999,0,201,20.00004
76,S,4482,2,180,20.00004
77,S,4999,0,180,20.00004
105,S,4510,1,189,20.00004
106,S,4999,0,189,20.00004
76,S,4201,4,203,20.00004
77,S,4999,0,203,20.00004
74,S,4356,6,191,20.00004
75,S,4999,0,191,20.00004
78,S,4769,1,181,20.00004
79,S,4999,0,181,20.00004
107,S,4838,0,189,20.00004
108,S,4999,0,189,20.00004
75,S,4469,3,206,20.00004
76,S,4999,0,206,20.00004
84,S,4220,4,213,20.00004
85,S,4999,0,213,20.00004
80,S,4766,1,182,20.00004
81,S,4999,0,182,20.00004
68,S,2936,18,207,20.00004
69,S,4999,0,207,20.00004
76,S,4484,4,195,20.00004
77,S,4999,0,195,20.00004
86,S,4686,0,213,20.00004
87,S,4999,0,213,20.00004
87,S,4200,7,208,20.00004
88,S,4999,0,208,20.00004
82,S,4632,1,183,20.00004
83,S,4999,0,183,20.00004
78,S,4222,4,207,20.00004
79,S,4999,0,207,20.00004
77,S,4189,8,214,20.00004
78,S,4999,0,214,20.00004
88,S,4518,3,216,20.00004
89,S,4999,0,216,20.00004
70,S,4331,3,210,20.00004
71,S,4999,0,210,20.00004
79,S,4800,1,215,20.00004
80,S,4999,0,215,20.00004
109,S,3871,8,197,20.00004
110,S,4999,0,197,20.00004
89,S,4343,2,210,20.00004
90,S,4999,0,210,20.00004
81,S,4814,1,216,20.00004
82,S,4999,0,216,20.00004
80,S,4401,3,210,20.00004
81,S,4999,0,210,20.00004
72,S,4736,2,212,20.00004
73,S,4999,0,212,20.00004
83,S,4858,0,216,20.00004
84,S,4999,0,216,20.00004
96,S,2811,15,188,20.00004
97,S,4999,0,188,20.00004
90,S,4346,2,218,20.00004
91,S,4999,0,218,20.00004
82,S,4584,2,212,20.00004
83,S,4999,0,212,20.00004
111,S,4423,5,202,20.00004
112,S,4999,0,202,20.00004
85,S,4539,3,219,20.00004
86,S,4999,0,219,20.00004
98,S,4659,1,189,20.00004
99,S,4999,0,189,20.00004
113,S,4837,1,203,20.00004
114,S,4999,0,203,20.00004
87,S,4914,1,220,20.00004
88,S,4999,0,220,20.00004
92,S,4576,1,219,20.00004
93,S,4999,0,219,20.00004
84,S,3478,7,190,20.00004
85,S,4999,0,190,20.00004
89,S,4783,0,220,20.00004
90,S,4999,0,220,20.00004
74,S,4038,6,218,20.00004
75,S,4999,0,218,20.00004
84,S,4359,1,213,20.00004
85,S,4999,0,213,20.00004
94,S,4635,3,222,20.00004
95,S,4999,0,222,20.00004
91,S,4638,2,222,20.00004
92,S,4999,0,222,20.00004
100,S,4306,6,195,20.00004
101,S,4999,0,195,20.00004
96,S,4740,1,223,20.00004
97,S,4999,0,223,20.00004
86,S,4558,3,216,20.00004
87,S,4999,0,216,20.00004
78,S,2610,18,213,20.00004
79,S,4999,0,213,20.00004
93,S,4528,3,225,20.00004
94,S,4999,0,225,20.00004
86,S,4026,5,195,20.00004
87,S,4999,0,195,20.00004
102,S,4379,2,197,20.00004
103,S,4999,0,197,20.00004
115,S,3703,8,211,20.00004
116,S,4999,0,211,20.00004
76,S,4004,6,224,20.00004
77,S,4999,0,224,20.00004
88,S,4451,2,218,20.00004
89,S,4999,0,218,20.00004
95,S,4531,2,227,20.00004
96,S,4999,0,227,20.00004
90,S,4788,1,219,20.00004
91,S,4999,0,219,20.00004
97,S,4857,0,227,20.00004
98,S,4999,0,227,20.00004
88,S,4300,2,197,20.00004
89,S,4999,0,197,20.00004
80,S,4025,9,222,20.00004
81,S,4999,0,222,20.00004
98,S,3817,10,233,20.00004
99,S,4999,0,233,20.00004
117,S,4339,4,215,20.00004
118,S,4999,0,215,20.00004
99,S,4683,3,230,20.00004
100,S,4999,0,230,20.00004
90,S,4605,3,200,20.00004
91,S,4999,0,200,20.00004
119,S,4701,1,216,20.00004
120,S,4999,0,216,20.00004
100,S,4676,3,236,20.00004
101,S,4999,0,236,20.00004
101,S,4742,1,231,20.00004
102,S,4999,0,231,20.00004
104,S,3989,5,202,20.00004
105,S,4999,0,202,20.00004
91,S,1956,24,234,20.00004
92,S,4999,0,234,20.00004
82,S,4505,5,227,20.00004
83,S,4999,0,227,20.00004
93,S,4810,1,235,20.00004
94,S,4999,0,235,20.00004
121,S,4704,1,217,20.00004
122,S,4999,0,217,20.00004
106,S,4721,1,203,20.00004
107,S,4999,0,203,20.00004
78,S,3766,9,233,20.00004
79,S,4999,0,233,20.00004
103,S,4610,2,233,20.00004
104,S,4999,0,233,20.00004
92,S,4536,2,202,20.00004
93,S,4999,0,202,20.00004
105,S,4920,1,234,20.00004
106,S,4999,0,234,20.00004
108,S,4676,1,204,20.00004
109,S,4999,0,204,20.00004
95,S,4570,2,237,20.00004
96,S,4999,0,237,20.00004
92,S,3687,7,226,20.00004
93,S,4999,0,226,20.00004
80,S,4616,1,234,20.00004
81,S,4999,0,234,20.00004
102,S,4280,4,240,20.00004
103,S,4999,0,240,20.00004
123,S,4548,2,219,20.00004
124,S,4999,0,219,20.00004
94,S,4831,0,226,20.00004
95,S,4999,0,226,20.00004
84,S,4286,5,232,20.00004
85,S,4999,0,232,20.00004
107,S,4544,2,236,20.00004
108,S,4999,0,236,20.00004
104,S,4755,0,240,20.00004
105,S,4999,0,240,20.00004
94,S,4431,3,205,20.00004
