
episode,successRate,timeRemaining,seekCount,velocity,range
12,S,4999,0,25,2
15,S,4281,10,25,2
16,S,4999,0,25,2
7,S,2757,0,25,2
8,S,4999,0,25,2
7,S,3635,0,25,2
8,S,4999,0,25,2
17,S,4770,2,25,2
18,S,4999,0,25,2
13,S,4864,1,25,2
14,S,4999,0,25,2
11,S,3742,6,25,2
12,S,4999,0,25,2
15,S,4963,0,25,2
16,S,4999,0,25,2
17,S,4898,0,25,2
18,S,4999,0,25,2
19,S,4830,1,25,2
20,S,4999,0,25,2
13,S,2836,6,25,2
14,S,4999,0,25,2
17,S,4712,1,25,2
18,S,4999,0,25,2
19,S,4586,8,25,2
20,S,4999,0,25,2
21,S,4520,4,25,2
22,S,4999,0,25,2
15,S,4505,3,25,2
16,S,4999,0,25,2
17,S,4781,1,25,2
18,S,4999,0,25,2
21,S,4545,8,25,2
22,S,4999,0,25,2
19,S,4869,2,25,2
20,S,4999,0,25,2
23,S,4402,9,25,2
24,S,4999,0,25,2
13,S,3340,7,25,2
14,S,4999,0,25,2
15,S,4987,0,25,2
16,S,4999,0,25,2
19,S,3841,20,25,2
20,S,4999,0,25,2
23,S,4535,1,25,2
24,S,4999,0,25,2
17,S,4718,5,25,2
18,S,4999,1,25,2
19,S,4964,0,25,2
20,S,4999,0,25,2
7,S,1319,31,25,2
8,S,4999,0,25,2
13,S,3001,30,25,2
14,S,4999,0,25,2
21,S,3986,16,25,2
22,S,4999,0,25,2
9,S,2774,12,25,2
10,S,4999,0,25,2
9,S,4560,4,25,2
10,S,4999,0,25,2
9,S,2171,26,25,2
10,S,4999,0,25,2
11,S,4187,16,25,2
12,S,4999,0,25,2
15,S,3486,29,25,2
16,S,4999,0,25,2
17,S,4963,2,25,2
18,S,4999,0,25,2
11,S,4007,16,25,2
12,S,4999,0,25,2
13,S,4708,10,25,2
14,S,4999,0,25,2
23,S,2748,46,25,2.699999
24,S,4999,0,25,2.799999
21,S,2292,60,25,2.699999
22,S,4999,0,25,2.799999
15,S,4417,14,25,2
16,S,4999,0,25,2
23,S,3689,29,40,5.799996
24,S,4999,0,40,5.899996
13,S,2291,80,37,4.499998
14,S,4999,0,37,4.599998
11,S,1057,85,48,5.399997
12,S,4999,0,48,5.499997
25,S,2874,32,41,6.099996
26,S,4999,0,41,6.199996
26,S,4464,7,50,7.099995
27,S,4999,0,50,7.199995
22,S,4486,3,48,6.499996
23,S,4999,0,48,6.599996
24,S,4378,2,50,6.899995
25,S,4999,0,50,6.999995
28,S,3807,13,63,8.599997
29,S,4999,0,63,8.699997
30,S,4702,1,64,8.899998
31,S,4999,0,64,8.999998
25,S,2256,29,69,8.899998
26,S,4999,0,69,8.999998
27,S,2979,12,53,7.499995
28,S,4999,0,53,7.599995
19,S,86,59,64,7.799994
20,S,4999,0,64,7.899994
17,S,1096,59,52,6.399996
18,S,4999,0,52,6.499996
27,S,4663,3,72,9.4
28,S,4999,0,72,9.5
21,S,4754,2,66,8.199995
22,S,4999,0,66,8.299995
32,S,4351,4,68,9.5
33,S,4999,0,68,9.6
15,S,1766,32,69,7.899994
16,S,4999,0,69,7.999994
23,S,4572,1,67,8.499996
24,S,4999,0,67,8.599997
34,S,4720,1,69,9.800001
35,S,4999,0,69,9.900002
25,S,4788,1,68,8.799997
26,S,4999,0,68,8.899998
17,S,4380,6,75,8.699997
18,S,4999,0,75,8.799997
36,S,3841,8,77,10.8
37,S,4999,0,77,10.90001
26,S,1072,32,68,8.899998
27,S,4999,0,68,8.999998
29,S,3155,15,87,11.10001
30,S,4999,0,87,11.20001
27,S,3805,7,75,9.700001
28,S,4999,0,75,9.800001
38,S,4605,2,79,11.20001
39,S,4999,0,79,11.30001
13,S,191,42,90,9.800001
14,S,4999,0,90,9.900002
19,S,3589,9,84,9.800001
20,S,4999,0,84,9.900002
29,S,4434,1,76,10
30,S,4999,0,76,10.1
29,S,2055,21,74,9.800001
30,S,4999,0,74,9.900002
40,S,4165,6,85,12.00001
41,S,4999,0,85,12.10001
26,S,877,38,88,10.90001
27,S,4999,0,88,11.00001
21,S,4215,4,88,10.4
22,S,4999,0,88,10.5
31,S,4635,3,77,10.3
32,S,4999,0,77,10.4
28,S,3493,13,81,10.4
29,S,4999,0,81,10.5
31,S,3892,8,84,11.00001
32,S,4999,0,84,11.10001
33,S,4485,2,79,10.7
34,S,4999,0,79,10.8
28,S,4338,4,92,11.50001
29,S,4999,0,92,11.60001
15,S,3439,11,101,11.10001
16,S,4999,0,101,11.20001
19,S,1015,34,86,10
20,S,4999,0,86,10.1
30,S,4250,5,86,11.10001
31,S,4999,0,86,11.20001
23,S,4077,4,92,11.00001
24,S,4999,0,92,11.10001
33,S,4580,4,88,11.60001
34,S,4999,0,88,11.70001
30,S,4593,3,95,12.00001
31,S,4999,0,95,12.10001
31,S,2804,12,99,12.50001
32,S,4999,0,99,12.60001
17,S,4595,3,104,11.60001
18,S,4999,0,104,11.70001
35,S,4606,1,89,11.90001
36,S,4999,0,89,12.00001
35,S,3934,7,86,11.60001
36,S,4999,0,86,11.70001
19,S,4567,0,104,11.80001
20,S,4999,0,104,11.90001
25,S,4203,3,95,11.50001
26,S,4999,0,95,11.60001
42,S,3079,12,97,13.40001
43,S,4999,0,97,13.50002
33,S,4236,1,100,12.80001
34,S,4999,0,100,12.90001
37,S,4531,4,90,12.20001
38,S,4999,0,90,12.30001
37,S,4241,3,92,12.40001
38,S,4999,0,92,12.50001
21,S,4479,2,106,12.20001
22,S,4999,0,106,12.30001
32,S,3729,6,92,11.90001
33,S,4999,0,92,12.00001
44,S,4407,2,99,13.80002
45,S,4999,0,99,13.90002
27,S,4198,5,100,12.20001
28,S,4999,0,100,12.30001
21,S,3185,13,99,11.50001
22,S,4999,0,99,11.60001
39,S,4332,6,98,13.20001
40,S,4999,0,98,13.30001
32,S,3136,14,109,13.60002
33,S,4999,0,109,13.70002
35,S,3897,5,105,13.50002
36,S,4999,0,105,13.60002
46,S,4453,3,102,14.30002
47,S,4999,0,102,14.40002
34,S,4148,5,97,12.60001
35,S,4999,0,97,12.70001
41,S,4641,1,99,13.50002
42,S,4999,0,99,13.60002
48,S,4765,1,103,14.60002
49,S,4999,0,103,14.70002
39,S,3892,5,95,12.90001
40,S,4999,0,95,13.00001
29,S,4246,4,104,12.80001
30,S,4999,0,104,12.90001
36,S,4747,1,98,12.90001
37,S,4999,0,98,13.00001
37,S,4433,3,108,14.00002
38,S,4999,0,108,14.10002
23,S,3555,2,108,12.60001
24,S,4999,0,108,12.70001
34,S,4167,4,113,14.20002
35,S,4999,0,113,14.30002
43,S,4105,4,103,14.10002
44,S,4999,0,103,14.20002
50,S,3918,8,111,15.60002
51,S,4999,0,111,15.70002
36,S,4322,2,115,14.60002
37,S,4999,0,115,14.70002
52,S,4793,1,112,15.90002
53,S,4999,0,112,16.00002
38,S,4721,3,118,15.10002
39,S,4999,0,118,15.20002
41,S,3402,6,101,13.70002
42,S,4999,0,101,13.80002
40,S,4739,0,118,15.30002
41,S,4999,0,118,15.40002
23,S,2714,18,117,13.50002
24,S,4999,0,117,13.60002
38,S,3391,12,110,14.30002
39,S,4999,0,110,14.40002
42,S,4649,1,119,15.60002
43,S,4999,0,119,15.70002
25,S,4660,0,117,13.70002
26,S,4999,0,117,13.80002
25,S,3325,13,121,14.10002
26,S,4999,0,121,14.20002
31,S,2947,15,119,14.50002
32,S,4999,0,119,14.60002
54,S,4106,4,116,16.50003
55,S,4999,0,116,16.60003
27,S,4812,1,122,14.40002
28,S,4999,0,122,14.50002
33,S,4721,0,119,14.70002
34,S,4999,0,119,14.80002
43,S,4141,6,107,14.50002
44,S,4999,0,107,14.60002
27,S,4552,0,117,13.90002
28,S,4999,0,117,14.00002
29,S,4687,1,123,14.70002
30,S,4999,0,123,14.80002
44,S,4429,4,123,16.20003
45,S,4999,0,123,16.30003
45,S,3180,13,116,15.60002
46,S,4999,0,116,15.70002
35,S,4693,1,120,15.00002
36,S,4999,0,120,15.10002
29,S,4746,0,117,14.10002
30,S,4999,0,117,14.20002
56,S,4135,0,116,16.70003
57,S,4999,0,116,16.80003
45,S,3837,7,114,15.40002
46,S,4999,0,114,15.50002
46,S,4004,6,129,17.00003
47,S,4999,0,129,17.10003
39,S,1662,17,125,15.90002
40,S,4999,0,125,16.00002
58,S,4286,2,118,17.10003
59,S,4999,0,118,17.20003
37,S,3852,9,129,16.10003
38,S,4999,0,129,16.20003
60,S,4781,0,118,17.30003
61,S,4999,0,118,17.40003
31,S,3551,10,127,15.30002
32,S,4999,0,127,15.40002
31,S,3329,10,133,15.90002
32,S,4999,0,133,16.00002
48,S,4266,4,133,17.60003
49,S,4999,0,133,17.70003
39,S,4488,4,133,16.70003
40,S,4999,0,133,16.80003
41,S,4123,4,129,16.50003
42,S,4999,0,129,16.60003
41,S,4858,1,134,17.00003
42,S,4999,0,134,17.10003
33,S,4595,2,135,16.30003
34,S,4999,0,135,16.40003
33,S,4481,2,129,15.70002
34,S,4999,0,129,15.80002
47,S,2888,14,130,17.20003
48,S,4999,0,130,17.30003
40,S,1923,19,129,16.40003
41,S,4999,0,129,16.50003
43,S,4693,1,135,17.30003
44,S,4999,0,135,17.40003
50,S,4449,3,136,18.10003
51,S,4999,0,136,18.20003
45,S,4860,1,136,17.60003
46,S,4999,0,136,17.70003
62,S,3802,6,124,18.10003
63,S,4999,0,124,18.20003
49,S,4602,1,131,17.50003
50,S,4999,0,131,17.60003
47,S,3418,11,125,16.70003
48,S,4999,0,125,16.80003
51,S,4610,1,132,17.80003
52,S,4999,0,132,17.90003
35,S,4058,8,137,16.70003
36,S,4999,0,137,16.80003
47,S,3907,6,142,18.40003
48,S,4999,0,142,18.50003
49,S,4045,4,129,17.30003
50,S,4999,0,129,17.40003
37,S,4514,3,140,17.20003
38,S,4999,0,140,17.30003
51,S,4694,0,129,17.50003
52,S,4999,0,129,17.60003
64,S,3532,9,133,19.20004
65,S,4999,0,133,19.30004
53,S,4567,0,129,17.70003
54,S,4999,0,129,17.80003
35,S,2669,12,147,17.70003
36,S,4999,0,147,17.80003
49,S,4003,2,144,18.80004
50,S,4999,0,144,18.90004
55,S,4689,0,129,17.90003
56,S,4999,0,129,18.00003
42,S,2567,18,147,18.40003
43,S,4999,0,147,18.50003
37,S,4686,2,149,18.10003
38,S,4999,0,149,18.20003
66,S,4249,1,134,19.50004
67,S,4999,0,134,19.60004
53,S,3002,10,142,19.00004
54,S,4999,0,142,19.10004
39,S,4640,1,150,18.40003
40,S,4999,0,150,18.50003
57,S,4470,0,129,18.10003
58,S,4999,0,129,18.20003
39,S,3350,11,151,18.50003
40,S,4999,0,151,18.60003
51,S,4229,0,144,19.00004
52,S,4999,0,144,19.10004
52,S,1857,24,160,20.00004
53,S,4999,0,160,20.00004
59,S,4691,0,129,18.30003
60,S,4999,0,129,18.40003
43,S,1355,23,152,19.00004
44,S,4999,0,152,19.10004
54,S,4805,0,160,20.00004
55,S,4999,0,160,20.00004
45,S,4808,0,152,19.20004
46,S,4999,0,152,19.30004
41,S,4226,4,154,19.00004
42,S,4999,0,154,19.10004
47,S,4790,2,154,19.60004
48,S,4999,0,154,19.70004
53,S,4301,3,147,19.50004
54,S,4999,0,147,19.60004
43,S,4797,1,155,19.30004
44,S,4999,0,155,19.40004
56,S,4592,1,161,20.00004
57,S,4999,0,161,20.00004
55,S,3827,5,147,19.70004
56,S,4999,0,147,19.80004
58,S,4783,1,162,20.00004
59,S,4999,0,162,20.00004
49,S,4608,2,156,20.00004
50,S,4999,0,156,20.00004
60,S,4649,1,163,20.00004
61,S,4999,0,163,20.00004
51,S,4606,0,156,20.00004
52,S,4999,0,156,20.00004
57,S,4381,1,148,20.00004
58,S,4999,0,148,20.00004
41,S,3320,9,160,19.60004
42,S,4999,0,160,19.70004
45,S,3954,6,161,20.00004
46,S,4999,0,161,20.00004
44,S,2514,14,161,20.00004
45,S,4999,0,161,20.00004
55,S,3688,8,155,20.00004
56,S,4999,0,155,20.00004
61,S,3172,11,140,19.60004
62,S,4999,0,140,19.70004
59,S,4277,1,149,20.00004
60,S,4999,0,149,20.00004
68,S,2277,15,149,20.00004
69,S,4999,0,149,20.00004
57,S,4567,0,155,20.00004
58,S,4999,0,155,20.00004
61,S,4676,1,150,20.00004
62,S,4999,0,150,20.00004
43,S,3961,6,166,20.00004
44,S,4999,0,166,20.00004
47,S,4031,5,166,20.00004
48,S,4999,0,166,20.00004
70,S,4352,2,151,20.00004
71,S,4999,0,151,20.00004
62,S,3465,7,170,20.00004
63,S,4999,0,170,20.00004
64,S,4748,1,171,20.00004
65,S,4999,0,171,20.00004
59,S,4236,4,159,20.00004
60,S,4999,0,159,20.00004
45,S,4441,2,168,20.00004
46,S,4999,0,168,20.00004
72,S,4458,1,152,20.00004
73,S,4999,0,152,20.00004
63,S,3419,9,149,20.00004
64,S,4999,0,149,20.00004
65,S,4890,1,150,20.00004
66,S,4999,0,150,20.00004
49,S,3900,4,170,20.00004
50,S,4999,0,170,20.00004
61,S,4251,5,164,20.00004
62,S,4999,0,164,20.00004
53,S,2477,15,171,20.00004
54,S,4999,0,171,20.00004
66,S,4139,6,177,20.00004
67,S,4999,0,177,20.00004
51,S,4693,1,171,20.00004
52,S,4999,0,171,20.00004
63,S,3321,10,160,20.00004
64,S,4999,0,160,20.00004
47,S,4012,7,175,20.00004
48,S,4999,0,175,20.00004
46,S,2568,17,178,20.00004
47,S,4999,0,178,20.00004
53,S,4882,1,172,20.00004
54,S,4999,0,172,20.00004
74,S,4109,3,155,20.00004
75,S,4999,0,155,20.00004
67,S,4121,5,155,20.00004
68,S,4999,0,155,20.00004
63,S,4209,4,168,20.00004
64,S,4999,0,168,20.00004
76,S,4568,2,157,20.00004
77,S,4999,0,157,20.00004
65,S,4318,3,163,20.00004
66,S,4999,0,163,20.00004
65,S,4804,1,169,20.00004
66,S,4999,0,169,20.00004
78,S,4808,0,157,20.00004
79,S,4999,0,157,20.00004
49,S,4245,4,179,20.00004
50,S,4999,0,179,20.00004
68,S,4034,4,181,20.00004
69,S,4999,0,181,20.00004
55,S,3786,6,177,20.00004
56,S,4999,0,177,20.00004
80,S,4450,2,159,20.00004
81,S,4999,0,159,20.00004
55,S,3734,7,179,20.00004
56,S,4999,0,179,20.00004
48,S,3579,9,187,20.00004
49,S,4999,0,187,20.00004
70,S,4176,3,184,20.00004
71,S,4999,0,184,20.00004
67,S,4091,6,169,20.00004
68,S,4999,0,169,20.00004
67,S,4070,5,174,20.00004
68,S,4999,0,174,20.00004
69,S,3706,8,163,20.00004
70,S,4999,0,163,20.00004
50,S,4691,1,188,20.00004
51,S,4999,0,188,20.00004
57,S,4183,4,181,20.00004
58,S,4999,0,181,20.00004
51,S,3855,7,186,20.00004
52,S,4999,0,186,20.00004
57,S,4455,4,183,20.00004
58,S,4999,0,183,20.00004
69,S,4717,1,175,20.00004
70,S,4999,0,175,20.00004
71,S,4680,1,164,20.00004
72,S,4999,0,164,20.00004
69,S,4567,2,171,20.00004
70,S,4999,0,171,20.00004
53,S,4864,0,186,20.00004
54,S,4999,0,186,20.00004
82,S,4168,5,164,20.00004
83,S,4999,0,164,20.00004
59,S,4582,2,185,20.00004
60,S,4999,0,185,20.00004
71,S,4579,3,178,20.00004
72,S,4999,0,178,20.00004
52,S,4437,1,189,20.00004
53,S,4999,0,189,20.00004
73,S,4577,1,165,20.00004
74,S,4999,0,165,20.00004
72,S,4081,5,189,20.00004
73,S,4999,0,189,20.00004
61,S,4624,2,187,20.00004
62,S,4999,0,187,20.00004
73,S,4623,2,180,20.00004
54,S,4633,2,191,20.00004
74,S,4999,0,180,20.00004
55,S,4999,0,191,20.00004
55,S,4247,3,189,20.00004
56,S,4999,0,189,20.00004
56,S,4885,0,191,20.00004
57,S,4999,0,191,20.00004
84,S,4204,3,167,20.00004
85,S,4999,0,167,20.00004
75,S,4472,3,168,20.00004
76,S,4999,0,168,20.00004
74,S,4477,3,192,20.00004
75,S,4999,0,192,20.00004
75,S,4407,3,183,20.00004
76,S,4999,0,183,20.00004
58,S,4489,2,193,20.00004
59,S,4999,0,193,20.00004
59,S,3108,9,190,20.00004
60,S,4999,0,190,20.00004
77,S,4150,3,171,20.00004
78,S,4999,0,171,20.00004
57,S,3970,5,194,20.00004
58,S,4999,0,194,20.00004
76,S,4200,3,195,20.00004
77,S,4999,0,195,20.00004
86,S,4058,3,170,20.00004
87,S,4999,0,170,20.00004
60,S,4485,2,195,20.00004
63,S,3818,8,195,20.00004
61,S,4999,0,195,20.00004
64,S,4999,0,195,20.00004
61,S,4270,5,195,20.00004
62,S,4999,0,195,20.00004
65,S,4448,2,197,20.00004
66,S,4999,0,197,20.00004
71,S,2542,17,188,20.00004
72,S,4999,0,188,20.00004
78,S,4250,4,199,20.00004
79,S,4999,0,199,20.00004
77,S,3631,9,192,20.00004
78,S,4999,0,192,20.00004
79,S,4057,3,174,20.00004
80,S,4999,0,174,20.00004
62,S,4065,6,201,20.00004
63,S,4999,0,201,20.00004
59,S,3825,7,201,20.00004
60,S,4999,0,201,20.00004
63,S,4435,2,197,20.00004
64,S,4999,0,197,20.00004
81,S,4718,1,175,20.00004
82,S,4999,0,175,20.00004
80,S,4517,2,201,20.00004
81,S,4999,0,201,20.00004
73,S,4298,5,193,20.00004
74,S,4999,0,193,20.00004
82,S,4869,0,201,20.00004
83,S,4999,0,201,20.00004
64,S,4604,4,205,20.00004
65,S,4999,0,205,20.00004
61,S,4746,1,202,20.00004
62,S,4999,0,202,20.00004
65,S,4737,1,198,20.00004
66,S,4999,0,198,20.00004
84,S,4873,0,201,20.00004
85,S,4999,0,201,20.00004
67,S,4092,5,202,20.00004
68,S,4999,0,202,20.00004
75,S,4832,1,194,20.00004
76,S,4999,0,194,20.00004
63,S,4878,0,202,20.00004
64,S,4999,0,202,20.00004
67,S,4846,1,199,20.00004
68,S,4999,0,199,20.00004
86,S,4790,1,202,20.00004
87,S,4999,0,202,20.00004
66,S,4645,1,206,20.00004
67,S,4999,0,206,20.00004
69,S,4650,2,201,20.00004
70,S,4999,0,201,20.00004
79,S,3899,7,199,20.00004
80,S,4999,0,199,20.00004
68,S,4724,2,208,20.00004
69,S,4999,0,208,20.00004
88,S,4647,2,204,20.00004
89,S,4999,0,204,20.00004
71,S,4657,1,202,20.00004
72,S,4999,0,202,20.00004
90,S,4709,1,205,20.00004
91,S,4999,0,205,20.00004
83,S,3735,6,181,20.00004
84,S,4999,0,181,20.00004
69,S,3989,8,210,20.00004
70,S,4999,0,210,20.00004
77,S,3874,12,206,20.00004
78,S,4999,0,206,20.00004
85,S,4744,1,182,20.00004
86,S,4999,0,182,20.00004
70,S,4311,3,211,20.00004
88,S,2311,19,189,20.00004
71,S,4999,0,211,20.00004
89,S,4999,0,189,20.00004
73,S,4562,2,204,20.00004
74,S,4999,0,204,20.00004
92,S,4598,2,207,20.00004
93,S,4999,0,207,20.00004
79,S,4843,0,206,20.00004
80,S,4999,0,206,20.00004
81,S,4160,3,202,20.00004
82,S,4999,0,202,20.00004
65,S,3709,8,210,20.00004
66,S,4999,0,210,20.00004
72,S,4815,1,212,20.00004
73,S,4999,0,212,20.00004
87,S,4803,2,184,20.00004
88,S,4999,0,184,20.00004
75,S,4745,0,204,20.00004
76,S,4999,0,204,20.00004
71,S,4521,2,212,20.00004
72,S,4999,0,212,20.00004
74,S,4880,0,212,20.00004
75,S,4999,0,212,20.00004
94,S,4724,1,208,20.00004
95,S,4999,0,208,20.00004
81,S,4740,0,206,20.00004
82,S,4999,0,206,20.00004
89,S,4759,1,185,20.00004
90,S,4999,0,185,20.00004
77,S,4805,0,204,20.00004
78,S,4999,0,204,20.00004
79,S,4857,1,205,20.00004
80,S,4999,0,205,20.00004
73,S,4626,2,214,20.00004
74,S,4999,0,214,20.00004
90,S,4310,5,194,20.00004
91,S,4999,0,194,20.00004
76,S,4511,0,212,20.00004
77,S,4999,0,212,20.00004
75,S,4819,0,214,20.00004
76,S,4999,0,214,20.00004
92,S,4811,0,194,20.00004
93,S,4999,0,194,20.00004
83,S,4186,6,208,20.00004
84,S,4999,0,208,20.00004
78,S,4851,0,212,20.00004
79,S,4999,0,212,20.00004
77,S,4715,1,215,20.00004
78,S,4999,0,215,20.00004
94,S,4697,0,194,20.00004
95,S,4999,0,194,20.00004
80,S,4611,1,213,20.00004
81,S,4999,0,213,20.00004
83,S,3987,6,212,20.00004
84,S,4999,0,212,20.00004
79,S,4771,1,216,20.00004
80,S,4999,0,216,20.00004
96,S,3857,9,217,20.00004
97,S,4999,0,217,20.00004
85,S,4184,5,213,20.00004
86,S,4999,0,213,20.00004
81,S,4468,2,218,20.00004
82,S,4999,0,218,20.00004
67,S,3211,14,224,20.00004
68,S,4999,0,224,20.00004
96,S,4265,2,196,20.00004
97,S,4999,0,196,20.00004
85,S,4400,5,217,20.00004
86,S,4999,0,217,20.00004
98,S,4925,1,197,20.00004
99,S,4999,0,197,20.00004
82,S,4323,4,217,20.00004
83,S,4999,0,217,20.00004
69,S,4719,2,226,20.00004
70,S,4999,0,226,20.00004
84,S,4764,2,219,20.00004
85,S,4999,0,219,20.00004
100,S,4674,1,198,20.00004
101,S,4999,0,198,20.00004
81,S,3261,10,215,20.00004
82,S,4999,0,215,20.00004
87,S,4375,5,218,20.00004
88,S,4999,0,218,20.00004
86,S,4730,1,220,20.00004
87,S,4999,0,220,20.00004
87,S,4425,3,220,20.00004
88,S,4999,0,220,20.00004
102,S,4755,3,201,20.00004
103,S,4999,0,201,20.00004
98,S,3889,5,222,20.00004
99,S,4999,0,222,20.00004
104,S,4860,1,202,20.00004
105,S,4999,0,202,20.00004
83,S,4611,3,218,20.00004
84,S,4999,0,218,20.00004
100,S,4826,0,222,20.00004
101,S,4999,0,222,20.00004
91,S,2639,16,201,20.00004
92,S,4999,0,201,20.00004
83,S,4053,8,226,20.00004
84,S,4999,0,226,20.00004
88,S,4615,3,223,20.00004
89,S,4999,0,223,20.00004
85,S,4813,1,219,20.00004
86,S,4999,0,219,20.00004
93,S,4852,2,203,20.00004
94,S,4999,0,203,20.00004
85,S,4718,2,228,20.00004
86,S,4999,0,228,20.00004
87,S,4703,1,220,20.00004
88,S,4999,0,220,20.00004
95,S,4656,1,204,20.00004
96,S,4999,0,204,20.00004
102,S,4425,6,228,20.00004
103,S,4999,0,228,20.00004
71,S,3836,5,231,20.00004
72,S,4999,0,231,20.00004
89,S,4160,4,224,20.00004
90,S,4999,0,224,20.00004
90,S,4483,3,226,20.00004
91,S,4999,0,226,20.00004
87,S,4654,1,229,20.00004
88,S,4999,0,229,20.00004
106,S,4209,3,205,20.00004
107,S,4999,0,205,20.00004
91,S,4504,1,225,20.00004
92,S,4999,0,225,20.00004
73,S,4478,1,232,20.00004
74,S,4999,0,232,20.00004
89,S,3267,12,230,20.00004
90,S,4999,0,230,20.00004
92,S,4302,3,229,20.00004
93,S,4999,0,229,20.00004
89,S,4086,8,228,20.00004
75,S,4749,2,234,20.00004
90,S,4999,0,228,20.00004
76,S,4999,0,234,20.00004
93,S,4722,0,225,20.00004
94,S,4999,0,225,20.00004
89,S,4292,3,232,20.00004
90,S,4999,0,232,20.00004
97,S,3956,7,211,20.00004
98,S,4999,0,211,20.00004
104,S,3937,6,234,20.00004
105,S,4999,0,234,20.00004
99,S,4896,1,212,20.00004
100,S,4999,0,212,20.00004
77,S,4692,1,235,20.00004
78,S,4999,0,235,20.00004
91,S,4627,2,230,20.00004
92,S,4999,0,230,20.00004
108,S,3926,6,211,20.00004
109,S,4999,0,211,20.00004
91,S,4614,2,234,20.00004
92,S,4999,0,234,20.00004
101,S,4784,1,213,20.00004
102,S,4999,0,213,20.00004
106,S,4722,1,235,20.00004
107,S,4999,0,235,20.00004
94,S,4425,6,235,20.00004
95,S,4999,0,235,20.00004
79,S,4734,2,237,20.00004
80,S,4999,0,237,20.00004
91,S,4294,4,234,20.00004
92,S,4999,0,234,20.00004
81,S,4799,0,237,20.00004
82,S,4999,0,237,20.00004
93,S,4556,2,232,20.00004
94,S,4999,0,232,20.00004
110,S,4574,2,213,20.00004
111,S,4999,0,213,20.00004
93,S,4528,1,235,20.00004
94,S,4999,0,235,20.00004
108,S,4548,2,237,20.00004
109,S,4999,0,237,20.00004
103,S,4450,4,217,20.00004
104,S,4999,0,217,20.00004
93,S,4589,3,237,20.00004
94,S,4999,0,237,20.00004
95,S,3939,8,233,20.00004
96,S,4999,0,233,20.00004
96,S,4337,3,238,20.00004
97,S,4999,0,238,20.00004
83,S,4479,2,239,20.00004
95,S,4520,4,236,20.00004
84,S,4999,0,239,20.00004
96,S,4999,0,236,20.00004
112,S,4558,2,215,20.00004
113,S,4999,0,215,20.00004
