
episode,successRate,timeRemaining,agentSuccessCount
11,S,4457,2
12,S,4999,0
20,S,4908,0
41,S,4960,0
42,S,4999,0
13,S,4978,0
14,S,4999,0
22,S,4878,0
23,S,4999,0
43,S,4984,0
44,S,4979,0
45,S,4999,0
28,S,4840,0
29,S,4999,0
27,S,4382,4
28,S,4999,0
24,S,4933,0
25,S,4999,0
29,S,4981,0
30,S,4999,0
31,S,4991,0
32,S,4999,0
26,S,4983,0
27,S,4999,0
30,S,4955,0
31,S,4999,0
28,S,4970,2
29,S,4998,0
30,S,4999,0
31,S,4982,0
32,S,4999,0
15,S,4846,0
16,S,4999,0
17,S,4994,0
18,S,4999,0
19,S,4996,0
20,S,4999,0
33,S,4904,0
32,S,4614,0
33,S,4999,0
34,S,4967,0
35,S,4999,0
34,S,4957,0
35,S,4999,0
36,S,4991,0
37,S,4999,0
38,S,4986,0
39,S,4999,0
40,S,4943,0
41,S,4998,0
36,S,4919,0
37,S,4999,0
42,S,4996,0
43,S,4999,0
44,S,4977,0
38,S,4973,0
39,S,4999,0
32,S,4739,0
21,S,4777,0
22,S,4999,0
33,S,4967,0
34,S,4999,0
23,S,4968,0
24,S,4998,0
25,S,4999,0
40,S,4903,0
41,S,4999,0
42,S,4984,0
43,S,4999,0
47,S,4139,2
48,S,4999,0
35,S,4923,0
36,S,4999,0
44,S,4954,0
45,S,4999,0
46,S,4982,0
47,S,4999,0
21,S,4465,2
22,S,4999,0
37,S,4922,0
38,S,4999,0
48,S,4950,0
49,S,4999,0
26,S,4848,0
27,S,4999,0
50,S,4975,0
51,S,4999,0
49,S,4868,0
23,S,4923,0
50,S,4999,0
24,S,4999,0
28,S,4955,0
29,S,4999,0
30,S,4987,0
31,S,4999,0
51,S,4956,0
52,S,4999,0
25,S,4950,0
26,S,4999,0
52,S,4939,0
53,S,4999,0
53,S,4977,0
54,S,4999,0
54,S,4977,0
55,S,4999,0
55,S,4983,0
56,S,4999,0
39,S,4849,0
40,S,4999,0
46,S,4306,2
47,S,4999,0
32,S,4904,2
33,S,4999,0
57,S,4898,0
58,S,4999,0
48,S,4932,0
49,S,4999,0
59,S,4936,0
60,S,4999,0
56,S,4794,0
57,S,4999,0
41,S,4795,0
42,S,4999,0
58,S,4974,0
59,S,4999,0
60,S,4993,0
43,S,4980,0
61,S,4999,0
44,S,4999,0
33,S,4213,2
45,S,4995,0
46,S,4999,0
34,S,4983,0
35,S,4999,0
47,S,4979,0
48,S,4999,0
61,S,4873,0
62,S,4999,0
62,S,4944,0
63,S,4999,0
49,S,4970,0
50,S,4999,0
36,S,4963,0
37,S,4999,0
51,S,4983,0
52,S,4999,0
34,S,4693,0
35,S,4999,0
53,S,4961,0
54,S,4999,0
45,S,4289,4
46,S,4999,0
64,S,4935,0
65,S,4999,0
38,S,4936,0
39,S,4999,0
66,S,4981,0
67,S,4999,0
63,S,4898,2
64,S,4999,0
40,S,4964,0
41,S,4999,0
65,S,4979,0
66,S,4999,0
31,S,3550,4
67,S,4972,0
68,S,4999,0
32,S,4990,0
33,S,4999,0
36,S,4904,0
37,S,4999,0
68,S,4928,0
69,S,4988,0
70,S,4999,0
69,S,4980,0
70,S,4999,0
71,S,4988,0
71,S,4991,0
72,S,4999,0
72,S,4999,0
42,S,4919,0
43,S,4999,0
47,S,4870,2
48,S,4999,0
55,S,4860,0
56,S,4999,0
73,S,4976,0
74,S,4999,0
50,S,4596,0
57,S,4982,0
58,S,4999,0
38,S,4931,0
34,S,4929,2
39,S,4999,0
35,S,4999,0
51,S,4990,0
52,S,4999,0
59,S,4983,0
60,S,4999,0
49,S,4945,0
50,S,4999,0
73,S,4927,0
74,S,4999,0
40,S,4965,0
41,S,4999,0
53,S,4964,0
54,S,4999,0
42,S,4991,0
43,S,4999,0
44,S,4986,0
45,S,4999,0
75,S,4968,0
76,S,4999,0
51,S,4961,0
61,S,4947,0
62,S,4999,0
52,S,4999,0
53,S,4995,0
54,S,4999,0
55,S,4963,0
63,S,4983,0
64,S,4999,0
65,S,4989,0
66,S,4999,0
56,S,4976,0
57,S,4999,0
67,S,4991,0
68,S,4999,0
55,S,4962,0
56,S,4999,0
44,S,4850,0
45,S,4999,0
77,S,4948,0
36,S,4883,0
78,S,4999,0
46,S,4937,0
47,S,4999,0
79,S,4989,0
80,S,4999,0
48,S,4992,0
49,S,4999,0
57,S,4976,0
58,S,4999,0
37,S,4980,0
38,S,4999,0
46,S,4965,0
47,S,4999,0
27,S,4291,8
28,S,4999,0
48,S,4992,0
49,S,4999,0
39,S,4978,0
58,S,4942,0
40,S,4999,0
59,S,4999,0
59,S,4974,0
60,S,4999,0
41,S,4995,0
42,S,4999,0
61,S,4994,0
62,S,4999,0
50,S,4963,0
51,S,4999,0
29,S,4977,0
81,S,4955,0
30,S,4999,0
82,S,4999,0
69,S,4927,0
70,S,4999,0
43,S,4987,0
44,S,4998,0
45,S,4992,0
71,S,4990,0
46,S,4999,0
72,S,4999,0
60,S,4969,0
61,S,4999,0
63,S,4953,0
64,S,4999,0
62,S,4973,0
63,S,4999,0
73,S,4962,0
74,S,4999,0
83,S,4937,0
84,S,4999,0
75,S,4983,0
76,S,4999,0
47,S,4942,0
48,S,4999,0
31,S,4915,2
32,S,4999,0
65,S,4954,0
66,S,4999,0
50,S,4887,0
51,S,4999,0
77,S,4971,0
52,S,4894,0
78,S,4999,0
53,S,4999,0
33,S,4982,0
34,S,4999,0
54,S,4996,0
55,S,4999,0
56,S,4987,0
79,S,4980,0
57,S,4999,0
80,S,4999,0
35,S,4980,0
36,S,4999,0
81,S,4985,0
82,S,4999,0
85,S,4910,0
86,S,4999,0
58,S,4958,0
59,S,4999,0
37,S,4953,0
38,S,4999,0
83,S,4964,0
84,S,4999,0
39,S,4989,0
40,S,4999,0
67,S,4895,0
68,S,4999,0
64,S,4843,0
65,S,4999,0
85,S,4971,0
86,S,4999,0
60,S,4955,0
61,S,4999,0
69,S,4974,0
66,S,4982,0
70,S,4999,0
67,S,4999,0
49,S,4847,0
50,S,4999,0
71,S,4991,0
72,S,4999,0
51,S,4992,0
52,S,4999,0
73,S,4988,0
74,S,4999,0
41,S,4940,0
53,S,4990,0
54,S,4999,0
42,S,4998,0
43,S,4999,0
75,S,4992,0
87,S,4953,0
76,S,4999,0
88,S,4999,0
75,S,4552,0
76,S,4999,0
89,S,4994,0
90,S,4999,0
52,S,4834,0
53,S,4991,0
54,S,4999,0
44,S,4977,0
45,S,4999,0
87,S,4875,0
88,S,4999,0
91,S,4976,0
92,S,4999,0
77,S,4968,0
78,S,4999,0
77,S,4953,0
79,S,4988,0
78,S,4999,0
93,S,4979,0
55,S,4941,0
94,S,4999,0
56,S,4999,0
79,S,4993,0
80,S,4999,0
80,S,4987,0
81,S,4999,0
82,S,4993,0
83,S,4999,0
46,S,4945,0
47,S,4999,0
57,S,4974,0
58,S,4999,0
48,S,4994,0
49,S,4999,0
62,S,4866,0
63,S,4999,0
55,S,4917,0
56,S,4999,0
64,S,4982,0
65,S,4999,0
89,S,4913,0
90,S,4999,0
50,S,4961,0
68,S,4847,0
51,S,4999,0
69,S,4999,0
59,S,4947,0
60,S,4999,0
91,S,4970,0
92,S,4999,0
70,S,4956,0
71,S,4999,0
84,S,4902,0
85,S,4999,0
95,S,4874,0
96,S,4999,0
97,S,4982,0
98,S,4999,0
61,S,4933,0
62,S,4999,0
72,S,4952,0
73,S,4999,0
66,S,4887,0
67,S,4999,0
68,S,4982,0
69,S,4999,0
63,S,4955,0
64,S,4999,0
70,S,4973,0
71,S,4999,0
99,S,4927,0
100,S,4999,0
57,S,4809,0
58,S,4999,0
65,S,4953,0
66,S,4999,0
72,S,4973,0
73,S,4999,0
93,S,4846,0
94,S,4999,0
95,S,4997,0
96,S,4999,0
86,S,4858,0
87,S,4999,0
101,S,4957,0
102,S,4999,0
74,S,4979,0
75,S,4999,0
67,S,4963,0
68,S,4999,0
97,S,4968,0
76,S,4984,0
98,S,4999,0
77,S,4999,0
99,S,4991,0
100,S,4999,0
59,S,4919,0
60,S,4999,0
52,S,4747,0
53,S,4999,0
78,S,4961,0
79,S,4999,0
101,S,4951,0
102,S,4999,0
61,S,4972,0
103,S,4915,0
62,S,4999,0
104,S,4999,0
69,S,4927,0
70,S,4999,0
63,S,4993,0
64,S,4999,0
80,S,4962,0
81,S,4999,0
65,S,4992,0
66,S,4999,0
82,S,4993,0
83,S,4999,0
103,S,4968,0
104,S,4997,0
67,S,4988,0
105,S,4999,0
68,S,4999,0
106,S,4986,0
107,S,4999,0
74,S,4761,0
75,S,4999,0
54,S,4911,0
55,S,4999,0
71,S,4942,0
72,S,4999,0
88,S,4823,0
89,S,4999,0
56,S,4973,0
57,S,4999,0
73,S,4972,0
74,S,4999,0
105,S,4903,0
106,S,4999,0
90,S,4976,0
91,S,4999,0
69,S,4911,0
70,S,4999,0
71,S,4995,0
72,S,4999,0
84,S,4892,0
75,S,4963,0
85,S,4999,0
76,S,4999,0
107,S,4959,0
108,S,4999,0
73,S,4981,0
109,S,4988,0
110,S,4999,0
74,S,4990,0
75,S,4999,0
92,S,4950,0
93,S,4999,0
76,S,4995,0
77,S,4999,0
77,S,4948,0
78,S,4999,0
58,S,4904,0
59,S,4999,0
111,S,4953,0
112,S,4999,0
78,S,4950,0
79,S,4999,0
113,S,4987,0
114,S,4999,0
94,S,4940,2
95,S,4999,0
96,S,4990,0
97,S,4999,0
79,S,4945,0
80,S,4999,0
98,S,4992,0
99,S,4999,0
108,S,4795,0
109,S,4999,0
80,S,4951,0
81,S,4999,0
86,S,4858,0
110,S,4971,0
111,S,4999,0
87,S,4991,0
81,S,4957,0
88,S,4999,0
82,S,4993,0
83,S,4999,0
82,S,4967,0
83,S,4999,0
89,S,4985,0
90,S,4999,0
84,S,4996,0
85,S,4999,0
112,S,4978,0
113,S,4998,0
114,S,4999,0
115,S,4988,0
116,S,4999,0
115,S,4896,0
116,S,4999,0
86,S,4981,0
87,S,4999,0
76,S,4730,0
77,S,4999,0
81,S,4328,0
82,S,4999,0
60,S,4857,0
61,S,4999,0
84,S,4955,0
91,S,4963,0
85,S,4999,0
92,S,4999,0
83,S,4987,0
84,S,4999,0
78,S,4982,0
79,S,4999,0
62,S,4989,0
85,S,4996,0
63,S,4999,0
117,S,4976,0
86,S,4999,0
118,S,4999,0
88,S,4975,0
89,S,4999,0
86,S,4986,0
87,S,4997,0
93,S,4982,0
88,S,4999,0
94,S,4999,0
90,S,4987,0
91,S,4999,0
117,S,4954,0
118,S,4999,0
64,S,4975,0
65,S,4999,0
89,S,4980,0
90,S,4999,0
100,S,4864,0
101,S,4999,0
95,S,4973,0
96,S,4999,0
87,S,4959,0
88,S,4999,0
80,S,4948,2
81,S,4999,0
119,S,4947,0
120,S,4999,0
91,S,4978,0
92,S,4999,0
102,S,4974,0
103,S,4999,0
93,S,4992,0
66,S,4961,0
94,S,4999,0
67,S,4999,0
119,S,4958,0
120,S,4995,0
121,S,4999,0
92,S,4947,0
93,S,4999,0
97,S,4956,0
98,S,4999,0
89,S,4952,0
90,S,4999,0
104,S,4971,2
95,S,4972,0
96,S,4999,0
82,S,4958,0
105,S,4998,0
106,S,4999,0
83,S,4999,0
107,S,4981,0
108,S,4999,0
122,S,4952,0
123,S,4999,0
97,S,4968,0
98,S,4999,0
68,S,4935,0
69,S,4999,0
94,S,4938,0
95,S,4999,0
70,S,4994,0
71,S,4999,0
91,S,4951,0
92,S,4999,0
99,S,4985,0
100,S,4999,0
109,S,4967,0
110,S,4999,0
84,S,4945,0
85,S,4999,0
72,S,4984,0
73,S,4999,0
124,S,4961,0
125,S,4999,0
101,S,4980,0
102,S,4999,0
86,S,4984,0
87,S,4999,0
96,S,4966,0
111,S,4979,0
97,S,4999,0
103,S,4993,0
74,S,4984,0
104,S,4999,0
75,S,4999,0
88,S,4989,0
89,S,4999,0
76,S,4992,0
77,S,4999,0
98,S,4989,0
99,S,4998,0
100,S,4999,0
99,S,4901,0
105,S,4986,0
100,S,4999,0
126,S,4975,0
106,S,4999,0
127,S,4999,0
78,S,4986,0
79,S,4999,0
112,S,4957,0
107,S,4974,0
113,S,4999,0
108,S,4999,0
90,S,4962,0
91,S,4999,0
101,S,4960,0
102,S,4999,0
114,S,4977,0
115,S,4999,0
80,S,4953,0
92,S,4975,0
81,S,4999,0
93,S,4999,0
82,S,4986,0
83,S,4999,0
94,S,4974,0
95,S,4999,0
96,S,4988,0
84,S,4976,0
97,S,4999,0
85,S,4999,0
93,S,4850,0
94,S,4999,0
95,S,4983,0
96,S,4999,0
98,S,4964,0
99,S,4999,0
86,S,4953,0
87,S,4999,0
103,S,4892,0
104,S,4999,0
116,S,4902,0
117,S,4999,0
100,S,4983,0
101,S,4999,0
118,S,4997,0
119,S,4999,0
101,S,4836,0
102,S,4999,0
97,S,4959,0
98,S,4999,0
105,S,4977,0
102,S,4982,0
106,S,4999,0
103,S,4999,0
103,S,4987,0
104,S,4999,0
99,S,4986,0
100,S,4999,0
88,S,4958,0
89,S,4999,0
105,S,4983,0
106,S,4999,0
90,S,4992,0
91,S,4999,0
107,S,4970,0
107,S,4994,0
92,S,4996,0
108,S,4999,0
108,S,4999,0
93,S,4999,0
101,S,4975,0
102,S,4999,0
104,S,4961,0
105,S,4999,0
103,S,4991,0
104,S,4999,0
109,S,4984,0
110,S,4999,0
106,S,4986,0
107,S,4999,0
108,S,4998,0
109,S,4999,0
94,S,4972,0
95,S,4999,0
109,S,4971,0
110,S,4999,0
109,S,4793,0
110,S,4999,0
120,S,4918,0
121,S,4999,0
105,S,4980,0
106,S,4999,0
121,S,4629,0
122,S,4999,0
96,S,4990,0
110,S,4988,0
123,S,4998,0
97,S,4999,0
111,S,4999,0
124,S,4999,0
111,S,4981,0
112,S,4999,0
122,S,4981,0
123,S,4999,0
125,S,4986,0
98,S,4986,0
99,S,4999,0
126,S,4999,0
113,S,4992,0
114,S,4999,0
124,S,4995,0
125,S,4999,0
107,S,4973,0
111,S,4955,0
108,S,4999,0
112,S,4999,0
100,S,4988,0
101,S,4999,0
109,S,4994,0
115,S,4990,0
110,S,4999,0
116,S,4999,0
111,S,4961,0
112,S,4999,0
128,S,4723,0
129,S,4999,0
113,S,4986,0
114,S,4999,0
112,S,4962,0
126,S,4982,0
127,S,4999,0
113,S,4999,0
111,S,4986,0
115,S,4994,0
112,S,4999,0
116,S,4999,0
113,S,4986,0
114,S,4999,0
102,S,4968,0
103,S,4999,0
127,S,4950,0
128,S,4999,0
114,S,4973,0
128,S,4973,0
113,S,4978,0
115,S,4999,0
114,S,4999,0
129,S,4998,0
130,S,4999,0
130,S,4964,0
131,S,4999,0
117,S,4956,0
118,S,4999,0
115,S,4971,0
116,S,4999,0
129,S,4983,0
130,S,4999,0
117,S,4991,0
118,S,4999,0
117,S,4958,0
118,S,4999,0
115,S,4977,0
116,S,4999,0
119,S,4994,0
120,S,4999,0
132,S,4974,0
133,S,4999,0
131,S,4984,0
132,S,4999,0
119,S,4980,0
120,S,4999,0
116,S,4956,0
117,S,4999,0
119,S,4959,0
133,S,4985,0
120,S,4999,0
134,S,4999,0
121,S,4976,0
122,S,4999,0
135,S,4997,0
136,S,4999,0
121,S,4986,0
123,S,4988,0
124,S,4999,0
122,S,4999,0
121,S,4971,0
122,S,4999,0
137,S,4981,0
138,S,4999,0
117,S,4949,0
118,S,4999,0
118,S,4968,0
119,S,4999,0
125,S,4985,0
126,S,4999,0
127,S,4996,0
139,S,4989,0
128,S,4999,0
140,S,4999,0
123,S,4983,0
124,S,4999,0
123,S,4975,0
134,S,4941,0
124,S,4999,0
135,S,4999,0
104,S,4897,2
105,S,4999,0
136,S,4992,0
137,S,4999,0
129,S,4984,0
130,S,4999,0
125,S,4981,0
126,S,4999,0
141,S,4974,0
142,S,4999,0
131,S,4988,0
132,S,4999,0
120,S,4962,0
121,S,4999,0
106,S,4979,0
107,S,4999,0
125,S,4968,0
127,S,4986,0
128,S,4999,0
126,S,4998,0
127,S,4999,0
119,S,4950,0
120,S,4999,0
108,S,4992,0
109,S,4999,0
143,S,4983,0
144,S,4999,0
138,S,4964,0
139,S,4999,0
145,S,4991,0
146,S,4999,0
129,S,4981,0
130,S,4999,0
128,S,4979,0
129,S,4999,0
110,S,4981,2
111,S,4999,0
133,S,4966,0
134,S,4999,0
131,S,4987,0
132,S,4999,0
130,S,4987,0
112,S,4988,0
131,S,4999,0
113,S,4999,0
147,S,4976,0
148,S,4999,0
131,S,4836,0
132,S,4999,0
133,S,4991,0
134,S,4999,0
121,S,4958,0
133,S,4997,0
122,S,4999,0
134,S,4999,0
132,S,4988,0
133,S,4999,0
135,S,4961,0
136,S,4999,0
134,S,4981,0
135,S,4999,0
135,S,4974,0
136,S,4999,0
135,S,4974,0
136,S,4999,0
149,S,4966,0
150,S,4999,0
114,S,4956,0
115,S,4999,0
137,S,4991,0
138,S,4999,0
123,S,4958,0
116,S,4993,0
117,S,4999,0
124,S,4990,0
125,S,4999,0
151,S,4976,0
152,S,4999,0
122,S,4887,0
123,S,4999,0
153,S,4992,0
154,S,4999,0
126,S,4988,0
127,S,4999,0
136,S,4957,0
137,S,4999,0
137,S,4957,0
138,S,4999,0
139,S,4993,0
140,S,4999,0
140,S,4885,0
141,S,4999,0
128,S,4981,0
129,S,4999,0
141,S,4990,0
139,S,4950,0
142,S,4999,0
140,S,4999,0
118,S,4948,0
119,S,4999,0
124,S,4962,0
125,S,4999,0
130,S,4987,0
131,S,4999,0
155,S,4959,0
156,S,4999,0
132,S,4990,0
133,S,4999,0
137,S,4909,0
126,S,4988,0
127,S,4999,0
138,S,4999,0
142,S,4970,0
138,S,4955,0
143,S,4999,0
139,S,4999,0
134,S,4988,0
135,S,4999,0
140,S,4989,0
141,S,4999,0
157,S,4975,0
158,S,4999,0
139,S,4980,0
140,S,4999,0
144,S,4978,0
120,S,4959,0
145,S,4998,0
121,S,4999,0
146,S,4999,0
141,S,4985,0
159,S,4982,0
160,S,4999,0
142,S,4968,0
143,S,4999,0
147,S,4980,0
148,S,4999,0
128,S,4950,0
129,S,4999,0
141,S,4918,0
142,S,4999,0
143,S,4916,0
144,S,4999,0
130,S,4990,0
161,S,4978,0
162,S,4999,0
131,S,4999,0
122,S,4962,0
136,S,4946,0
137,S,4999,0
123,S,4998,0
143,S,4992,0
144,S,4979,0
124,S,4999,0
144,S,4999,0
145,S,4999,0
146,S,4996,0
147,S,4999,0
125,S,4993,0
126,S,4999,0
163,S,4984,0
164,S,4999,0
132,S,4983,0
145,S,4989,0
146,S,4999,0
133,S,4999,0
145,S,4978,0
146,S,4999,0
149,S,4964,0
150,S,4999,0
134,S,4993,0
135,S,4999,0
165,S,4991,0
166,S,4999,0
138,S,4973,0
139,S,4999,0
142,S,4937,0
143,S,4999,0
140,S,4993,0
141,S,4999,0
148,S,4971,0
149,S,4999,0
147,S,4974,0
148,S,4999,0
167,S,4979,0
151,S,4974,0
168,S,4999,0
152,S,4999,0
149,S,4993,0
150,S,4999,0
147,S,4966,0
148,S,4999,0
142,S,4983,0
144,S,4976,0
145,S,4999,0
136,S,4963,0
137,S,4999,0
143,S,4993,0
144,S,4999,0
153,S,4975,0
154,S,4999,0
145,S,4988,0
146,S,4999,0
146,S,4979,0
147,S,4999,0
151,S,4968,2
152,S,4999,0
155,S,4988,0
156,S,4999,0
153,S,4996,0
154,S,4999,0
149,S,4960,0
150,S,4999,0
148,S,4982,0
149,S,4999,0
155,S,4987,0
156,S,4999,0
169,S,4943,0
127,S,4908,2
170,S,4999,0
128,S,4999,0
150,S,4934,0
151,S,4999,0
150,S,4989,0
151,S,4999,0
171,S,4991,0
172,S,4999,0
151,S,4980,0
152,S,4999,0
129,S,4987,0
130,S,4999,0
147,S,4958,0
148,S,4999,0
138,S,4941,0
139,S,4999,0
140,S,4997,0
141,S,4999,0
131,S,4985,0
132,S,4999,0
157,S,4968,0
158,S,4998,0
159,S,4999,0
152,S,4973,0
153,S,4999,0
149,S,4977,0
150,S,4999,0
173,S,4970,0
133,S,4990,0
174,S,4999,0
134,S,4999,0
160,S,4989,0
161,S,4999,0
151,S,4992,0
153,S,4965,0
152,S,4999,0
154,S,4999,0
157,S,4932,0
158,S,4999,0
152,S,4948,0
153,S,4999,0
162,S,4987,0
163,S,4999,0
159,S,4992,0
154,S,4977,0
160,S,4999,0
153,S,4988,0
155,S,4999,0
154,S,4999,0
142,S,4956,0
143,S,4999,0
175,S,4973,0
176,S,4999,0
144,S,4996,0
145,S,4999,0
154,S,4984,0
177,S,4997,0
155,S,4999,0
156,S,4989,0
178,S,4999,0
157,S,4999,0
155,S,4970,0
158,S,4995,0
156,S,4999,0
159,S,4999,0
135,S,4958,0
136,S,4999,0
179,S,4986,0
146,S,4984,0
180,S,4999,0
155,S,4973,0
164,S,4971,0
165,S,4999,0
156,S,4999,0
157,S,4985,0
158,S,4999,0
161,S,4962,0
162,S,4999,0
156,S,4972,0
157,S,4999,0
147,S,4985,0
148,S,4999,0
163,S,4995,0
164,S,4999,0
137,S,4979,0
138,S,4999,0
157,S,4979,0
158,S,4999,0
181,S,4974,0
182,S,4999,0
160,S,4955,0
161,S,4999,0
165,S,4980,0
166,S,4964,0
167,S,4999,0
166,S,4999,0
183,S,4988,0
149,S,4976,0
184,S,4999,0
150,S,4998,0
151,S,4997,0
152,S,4999,0
158,S,4963,0
159,S,4999,0
160,S,4993,0
161,S,4999,0
162,S,4974,0
153,S,4982,0
163,S,4999,0
154,S,4999,0
139,S,4949,0
140,S,4999,0
168,S,4968,0
169,S,4999,0
162,S,4984,0
163,S,4999,0
164,S,4985,0
165,S,4999,0
164,S,4996,0
185,S,4960,0
186,S,4999,0
165,S,4999,0
159,S,4924,0
160,S,4999,0
170,S,4987,0
171,S,4999,0
167,S,4946,0
168,S,4999,0
166,S,4980,0
167,S,4999,0
166,S,4978,0
159,S,4920,0
167,S,4999,0
160,S,4999,0
155,S,4959,0
156,S,4999,0
168,S,4993,0
187,S,4971,0
157,S,4996,0
169,S,4999,0
188,S,4999,0
158,S,4999,0
168,S,4990,0
169,S,4999,0
172,S,4967,0
173,S,4999,0
161,S,4981,0
162,S,4999,0
170,S,4986,0
171,S,4999,0
159,S,4980,0
160,S,4999,0
189,S,4973,0
190,S,4999,0
141,S,4931,0
142,S,4999,0
174,S,4975,0
175,S,4999,0
161,S,4986,0
162,S,4999,0
170,S,4961,0
169,S,4943,0
171,S,4999,0
170,S,4999,0
176,S,4993,0
177,S,4999,0
163,S,4969,0
164,S,4999,0
172,S,4970,0
173,S,4999,0
171,S,4987,0
172,S,4999,0
178,S,4987,0
179,S,4999,0
163,S,4979,0
164,S,4999,0
165,S,4987,0
166,S,4999,0
191,S,4967,0
192,S,4999,0
